,accuracy,batch_run,dataset,f1,f1_mean,f1_std,logloss,model,n_total_train,seed_initialization_run,selector,test_base_rate,test_positives,test_size,train_base_rate,train_fraction,train_positives,train_size
25,0.941,3,skewed_sklearn_20_to_1,0.3655913978494623,0.3655913978494623,,0.1821119194812936,logistic_regression,1000.0,3.0,random,0.051,51.0,1000.0,0.08088235294117647,0.272,22.0,272.0
26,0.939,3,skewed_sklearn_20_to_1,0.3711340206185567,0.3711340206185567,,0.18731828095237918,logistic_regression,1000.0,3.0,random,0.051,51.0,1000.0,0.08156028368794327,0.282,23.0,282.0
27,0.94,3,skewed_sklearn_20_to_1,0.37500000000000006,0.37500000000000006,,0.1861761308907159,logistic_regression,1000.0,3.0,random,0.051,51.0,1000.0,0.07876712328767123,0.292,23.0,292.0
28,0.938,3,skewed_sklearn_20_to_1,0.3673469387755102,0.3673469387755102,,0.1864790465781721,logistic_regression,1000.0,3.0,random,0.051,51.0,1000.0,0.076158940397351,0.302,23.0,302.0
29,0.944,3,skewed_sklearn_20_to_1,0.391304347826087,0.391304347826087,,0.17618009628951842,logistic_regression,1000.0,3.0,random,0.051,51.0,1000.0,0.07692307692307693,0.312,24.0,312.0
30,0.942,3,skewed_sklearn_20_to_1,0.3829787234042554,0.3829787234042554,,0.1779470314730645,logistic_regression,1000.0,3.0,random,0.051,51.0,1000.0,0.07763975155279502,0.322,25.0,322.0
31,0.947,3,skewed_sklearn_20_to_1,0.40449438202247195,0.40449438202247195,,0.16929603280834188,logistic_regression,1000.0,3.0,random,0.051,51.0,1000.0,0.07530120481927711,0.332,25.0,332.0
32,0.949,3,skewed_sklearn_20_to_1,0.42696629213483145,0.42696629213483145,,0.17123754959340218,logistic_regression,1000.0,3.0,random,0.051,51.0,1000.0,0.07602339181286549,0.342,26.0,342.0
33,0.947,3,skewed_sklearn_20_to_1,0.40449438202247195,0.40449438202247195,,0.1693235219811844,logistic_regression,1000.0,3.0,random,0.051,51.0,1000.0,0.07386363636363637,0.352,26.0,352.0
34,0.949,3,skewed_sklearn_20_to_1,0.4,0.4,,0.16722136361432244,logistic_regression,1000.0,3.0,random,0.051,51.0,1000.0,0.0718232044198895,0.362,26.0,362.0
35,0.953,3,skewed_sklearn_20_to_1,0.4197530864197531,0.4197530864197531,,0.16543383485880947,logistic_regression,1000.0,3.0,random,0.051,51.0,1000.0,0.06989247311827956,0.372,26.0,372.0
36,0.953,3,skewed_sklearn_20_to_1,0.4197530864197531,0.4197530864197531,,0.1648779892495079,logistic_regression,1000.0,3.0,random,0.051,51.0,1000.0,0.07068062827225131,0.382,27.0,382.0
37,0.953,3,skewed_sklearn_20_to_1,0.40506329113924044,0.40506329113924044,,0.1650883909359152,logistic_regression,1000.0,3.0,random,0.051,51.0,1000.0,0.07142857142857142,0.392,28.0,392.0
38,0.953,3,skewed_sklearn_20_to_1,0.40506329113924044,0.40506329113924044,,0.1644524922690403,logistic_regression,1000.0,3.0,random,0.051,51.0,1000.0,0.06965174129353234,0.402,28.0,402.0
39,0.952,3,skewed_sklearn_20_to_1,0.4,0.4,,0.16534371319224542,logistic_regression,1000.0,3.0,random,0.051,51.0,1000.0,0.0703883495145631,0.412,29.0,412.0
40,0.954,3,skewed_sklearn_20_to_1,0.4102564102564103,0.4102564102564103,,0.16234591551871927,logistic_regression,1000.0,3.0,random,0.051,51.0,1000.0,0.06872037914691943,0.422,29.0,422.0
41,0.957,3,skewed_sklearn_20_to_1,0.42666666666666664,0.42666666666666664,,0.15719753869665384,logistic_regression,1000.0,3.0,random,0.051,51.0,1000.0,0.06944444444444445,0.432,30.0,432.0
42,0.957,3,skewed_sklearn_20_to_1,0.42666666666666664,0.42666666666666664,,0.15564559768638506,logistic_regression,1000.0,3.0,random,0.051,51.0,1000.0,0.07013574660633484,0.442,31.0,442.0
43,0.957,3,skewed_sklearn_20_to_1,0.42666666666666664,0.42666666666666664,,0.155066053957551,logistic_regression,1000.0,3.0,random,0.051,51.0,1000.0,0.06858407079646017,0.452,31.0,452.0
44,0.959,3,skewed_sklearn_20_to_1,0.4383561643835617,0.4383561643835617,,0.15393948581205186,logistic_regression,1000.0,3.0,random,0.051,51.0,1000.0,0.0670995670995671,0.462,31.0,462.0
45,0.957,3,skewed_sklearn_20_to_1,0.42666666666666664,0.42666666666666664,,0.15365702717104351,logistic_regression,1000.0,3.0,random,0.051,51.0,1000.0,0.06779661016949153,0.472,32.0,472.0
46,0.959,3,skewed_sklearn_20_to_1,0.4533333333333333,0.4533333333333333,,0.15332745765552017,logistic_regression,1000.0,3.0,random,0.051,51.0,1000.0,0.06639004149377593,0.482,32.0,482.0
47,0.958,3,skewed_sklearn_20_to_1,0.43243243243243246,0.43243243243243246,,0.15312445536721472,logistic_regression,1000.0,3.0,random,0.051,51.0,1000.0,0.06504065040650407,0.492,32.0,492.0
48,0.959,3,skewed_sklearn_20_to_1,0.4383561643835617,0.4383561643835617,,0.152091985286639,logistic_regression,1000.0,3.0,random,0.051,51.0,1000.0,0.06374501992031872,0.502,32.0,502.0
49,0.958,3,skewed_sklearn_20_to_1,0.43243243243243246,0.43243243243243246,,0.15180257591563087,logistic_regression,1000.0,3.0,random,0.051,51.0,1000.0,0.0625,0.512,32.0,512.0
0,0.737,4,skewed_sklearn_20_to_1,0.20060790273556228,0.20060790273556228,,0.6911067640324556,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.2727272727272727,0.022,6.0,22.0
1,0.757,4,skewed_sklearn_20_to_1,0.21359223300970875,0.21359223300970875,,0.6829528708670752,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.21875,0.032,7.0,32.0
2,0.783,4,skewed_sklearn_20_to_1,0.2222222222222222,0.2222222222222222,,0.5751841864779258,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.19047619047619047,0.042,8.0,42.0
3,0.814,4,skewed_sklearn_20_to_1,0.23140495867768596,0.23140495867768596,,0.4909190817763484,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.15384615384615385,0.052,8.0,52.0
4,0.857,4,skewed_sklearn_20_to_1,0.2666666666666666,0.2666666666666666,,0.39345112646993574,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.12903225806451613,0.062,8.0,62.0
5,0.857,4,skewed_sklearn_20_to_1,0.25906735751295334,0.25906735751295334,,0.37500720889449757,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.1111111111111111,0.072,8.0,72.0
6,0.877,4,skewed_sklearn_20_to_1,0.2721893491124261,0.2721893491124261,,0.32927482408104536,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.0975609756097561,0.082,8.0,82.0
7,0.887,4,skewed_sklearn_20_to_1,0.2981366459627329,0.2981366459627329,,0.31478080930357666,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.08695652173913043,0.092,8.0,92.0
8,0.885,4,skewed_sklearn_20_to_1,0.29447852760736193,0.29447852760736193,,0.3196004763993316,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.0784313725490196,0.102,8.0,102.0
9,0.919,4,skewed_sklearn_20_to_1,0.33057851239669417,0.33057851239669417,,0.2191056925488961,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.07142857142857142,0.112,8.0,112.0
10,0.925,4,skewed_sklearn_20_to_1,0.358974358974359,0.358974358974359,,0.20197398708771377,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.06557377049180328,0.122,8.0,122.0
11,0.931,4,skewed_sklearn_20_to_1,0.3893805309734513,0.3893805309734513,,0.19604125990757615,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.06060606060606061,0.132,8.0,132.0
12,0.919,4,skewed_sklearn_20_to_1,0.319327731092437,0.319327731092437,,0.20515396369177097,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.06338028169014084,0.142,9.0,142.0
13,0.924,4,skewed_sklearn_20_to_1,0.32142857142857145,0.32142857142857145,,0.19504048695035636,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.05921052631578947,0.152,9.0,152.0
14,0.926,4,skewed_sklearn_20_to_1,0.3272727272727273,0.3272727272727273,,0.1900590951165924,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.05555555555555555,0.162,9.0,162.0
15,0.94,4,skewed_sklearn_20_to_1,0.34782608695652173,0.34782608695652173,,0.17884345546819871,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.05232558139534884,0.172,9.0,172.0
16,0.947,4,skewed_sklearn_20_to_1,0.34567901234567905,0.34567901234567905,,0.17247310526201068,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.054945054945054944,0.182,10.0,182.0
17,0.948,4,skewed_sklearn_20_to_1,0.3500000000000001,0.3500000000000001,,0.16961374487217856,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.052083333333333336,0.192,10.0,192.0
18,0.948,4,skewed_sklearn_20_to_1,0.3500000000000001,0.3500000000000001,,0.16856882801507755,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.04950495049504951,0.202,10.0,202.0
19,0.953,4,skewed_sklearn_20_to_1,0.37333333333333335,0.37333333333333335,,0.16749201915308576,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.05660377358490566,0.212,12.0,212.0
20,0.95,4,skewed_sklearn_20_to_1,0.37500000000000006,0.37500000000000006,,0.1680910471313701,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.05855855855855856,0.222,13.0,222.0
21,0.953,4,skewed_sklearn_20_to_1,0.3896103896103896,0.3896103896103896,,0.16647655347681414,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.05603448275862069,0.232,13.0,232.0
22,0.955,4,skewed_sklearn_20_to_1,0.430379746835443,0.430379746835443,,0.163411210753797,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.05785123966942149,0.242,14.0,242.0
23,0.955,4,skewed_sklearn_20_to_1,0.430379746835443,0.430379746835443,,0.16417150801726904,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.05555555555555555,0.252,14.0,252.0
24,0.959,4,skewed_sklearn_20_to_1,0.4533333333333333,0.4533333333333333,,0.16090898745510618,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.05343511450381679,0.262,14.0,262.0
25,0.957,4,skewed_sklearn_20_to_1,0.42666666666666664,0.42666666666666664,,0.16097630954858208,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.051470588235294115,0.272,14.0,272.0
26,0.956,4,skewed_sklearn_20_to_1,0.37142857142857144,0.37142857142857144,,0.15920271189552612,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.04964539007092199,0.282,14.0,282.0
27,0.957,4,skewed_sklearn_20_to_1,0.3768115942028985,0.3768115942028985,,0.1584717406537762,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.04794520547945205,0.292,14.0,292.0
28,0.961,4,skewed_sklearn_20_to_1,0.4657534246575343,0.4657534246575343,,0.1553217527921916,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.04966887417218543,0.302,15.0,302.0
29,0.961,4,skewed_sklearn_20_to_1,0.4657534246575343,0.4657534246575343,,0.15552828631686122,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.04807692307692308,0.312,15.0,312.0
30,0.961,4,skewed_sklearn_20_to_1,0.4657534246575343,0.4657534246575343,,0.15528040207098376,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.046583850931677016,0.322,15.0,322.0
31,0.96,4,skewed_sklearn_20_to_1,0.4594594594594595,0.4594594594594595,,0.15256553394092992,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.05421686746987952,0.332,18.0,332.0
32,0.96,4,skewed_sklearn_20_to_1,0.4594594594594595,0.4594594594594595,,0.15295737357274095,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.05555555555555555,0.342,19.0,342.0
33,0.963,4,skewed_sklearn_20_to_1,0.4788732394366197,0.4788732394366197,,0.1505486152497857,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.05397727272727273,0.352,19.0,352.0
34,0.963,4,skewed_sklearn_20_to_1,0.4788732394366197,0.4788732394366197,,0.14987599495221537,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.052486187845303865,0.362,19.0,362.0
35,0.963,4,skewed_sklearn_20_to_1,0.4788732394366197,0.4788732394366197,,0.14986107897434311,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.051075268817204304,0.372,19.0,372.0
36,0.963,4,skewed_sklearn_20_to_1,0.4788732394366197,0.4788732394366197,,0.15019001454027142,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.05235602094240838,0.382,20.0,382.0
37,0.96,4,skewed_sklearn_20_to_1,0.4594594594594595,0.4594594594594595,,0.15236730891835362,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.05357142857142857,0.392,21.0,392.0
38,0.96,4,skewed_sklearn_20_to_1,0.4594594594594595,0.4594594594594595,,0.15175966409249947,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.05223880597014925,0.402,21.0,402.0
39,0.962,4,skewed_sklearn_20_to_1,0.4722222222222222,0.4722222222222222,,0.15065995579278432,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.05339805825242718,0.412,22.0,412.0
40,0.962,4,skewed_sklearn_20_to_1,0.4722222222222222,0.4722222222222222,,0.15033425515170365,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.052132701421800945,0.422,22.0,422.0
41,0.962,4,skewed_sklearn_20_to_1,0.4722222222222222,0.4722222222222222,,0.15055413906624374,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.05092592592592592,0.432,22.0,432.0
42,0.963,4,skewed_sklearn_20_to_1,0.4788732394366197,0.4788732394366197,,0.14913225930212978,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.05203619909502263,0.442,23.0,442.0
43,0.963,4,skewed_sklearn_20_to_1,0.4788732394366197,0.4788732394366197,,0.1489834280074801,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.05088495575221239,0.452,23.0,452.0
44,0.961,4,skewed_sklearn_20_to_1,0.4347826086956522,0.4347826086956522,,0.14917081326757534,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.049783549783549784,0.462,23.0,462.0
45,0.96,4,skewed_sklearn_20_to_1,0.4117647058823529,0.4117647058823529,,0.14900634476570992,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.048728813559322036,0.472,23.0,472.0
46,0.96,4,skewed_sklearn_20_to_1,0.3939393939393939,0.3939393939393939,,0.1484872835290142,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.04979253112033195,0.482,24.0,482.0
47,0.96,4,skewed_sklearn_20_to_1,0.3939393939393939,0.3939393939393939,,0.14849582168599593,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.04878048780487805,0.492,24.0,492.0
48,0.959,4,skewed_sklearn_20_to_1,0.36923076923076925,0.36923076923076925,,0.14844965352555806,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.04780876494023904,0.502,24.0,502.0
49,0.96,4,skewed_sklearn_20_to_1,0.3939393939393939,0.3939393939393939,,0.15036176756340508,logistic_regression,1000.0,4.0,random,0.051,51.0,1000.0,0.048828125,0.512,25.0,512.0
0,0.83,0,skewed_sklearn_20_to_1,0.2543859649122807,0.2543859649122807,,0.4375771343962233,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.2727272727272727,0.022,6.0,22.0
1,0.886,0,skewed_sklearn_20_to_1,0.28750000000000003,0.28750000000000003,,0.2868631748076772,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.1875,0.032,6.0,32.0
2,0.882,0,skewed_sklearn_20_to_1,0.313953488372093,0.313953488372093,,0.28741404080838207,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.23809523809523808,0.042,10.0,42.0
3,0.896,0,skewed_sklearn_20_to_1,0.30666666666666664,0.30666666666666664,,0.29948779292488814,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.23076923076923078,0.052,12.0,52.0
4,0.907,0,skewed_sklearn_20_to_1,0.3111111111111111,0.3111111111111111,,0.2680673113909588,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.20967741935483872,0.062,13.0,62.0
5,0.922,0,skewed_sklearn_20_to_1,0.35,0.35,,0.23374018729505738,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.19444444444444445,0.072,14.0,72.0
6,0.942,0,skewed_sklearn_20_to_1,0.3829787234042554,0.3829787234042554,,0.1874770320463993,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.17073170731707318,0.082,14.0,82.0
7,0.953,0,skewed_sklearn_20_to_1,0.4197530864197531,0.4197530864197531,,0.16639147742356478,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.16304347826086957,0.092,15.0,92.0
8,0.956,0,skewed_sklearn_20_to_1,0.2903225806451613,0.2903225806451613,,0.15880426549495422,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.14705882352941177,0.102,15.0,102.0
9,0.96,0,skewed_sklearn_20_to_1,0.375,0.375,,0.15661031256681507,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.16071428571428573,0.112,18.0,112.0
10,0.96,0,skewed_sklearn_20_to_1,0.375,0.375,,0.15111339962703085,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.18032786885245902,0.122,22.0,122.0
11,0.961,0,skewed_sklearn_20_to_1,0.4179104477611941,0.4179104477611941,,0.14944472805696032,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.19696969696969696,0.132,26.0,132.0
12,0.959,0,skewed_sklearn_20_to_1,0.36923076923076925,0.36923076923076925,,0.1502962257354987,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.19014084507042253,0.142,27.0,142.0
13,0.96,0,skewed_sklearn_20_to_1,0.375,0.375,,0.14810967751755885,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.17763157894736842,0.152,27.0,152.0
14,0.959,0,skewed_sklearn_20_to_1,0.36923076923076925,0.36923076923076925,,0.14766688216878576,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.1728395061728395,0.162,28.0,162.0
15,0.959,0,skewed_sklearn_20_to_1,0.36923076923076925,0.36923076923076925,,0.14774605439949007,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.1686046511627907,0.172,29.0,172.0
16,0.961,0,skewed_sklearn_20_to_1,0.39999999999999997,0.39999999999999997,,0.14769955076540633,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.16483516483516483,0.182,30.0,182.0
17,0.962,0,skewed_sklearn_20_to_1,0.4411764705882352,0.4411764705882352,,0.1466831690883646,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.16145833333333334,0.192,31.0,192.0
18,0.962,0,skewed_sklearn_20_to_1,0.4411764705882352,0.4411764705882352,,0.14578331900683617,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.15841584158415842,0.202,32.0,202.0
19,0.963,0,skewed_sklearn_20_to_1,0.44776119402985076,0.44776119402985076,,0.14457400026444736,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.15566037735849056,0.212,33.0,212.0
20,0.962,0,skewed_sklearn_20_to_1,0.42424242424242425,0.42424242424242425,,0.14448612386885526,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.15315315315315314,0.222,34.0,222.0
21,0.96,0,skewed_sklearn_20_to_1,0.3939393939393939,0.3939393939393939,,0.1446665266553328,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.15086206896551724,0.232,35.0,232.0
22,0.96,0,skewed_sklearn_20_to_1,0.3939393939393939,0.3939393939393939,,0.1444595505228854,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.1487603305785124,0.242,36.0,242.0
23,0.961,0,skewed_sklearn_20_to_1,0.4179104477611941,0.4179104477611941,,0.14433460160776268,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.14285714285714285,0.252,36.0,252.0
24,0.961,0,skewed_sklearn_20_to_1,0.4179104477611941,0.4179104477611941,,0.14435944774652662,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.13740458015267176,0.262,36.0,262.0
25,0.961,0,skewed_sklearn_20_to_1,0.4179104477611941,0.4179104477611941,,0.14439597561539305,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.1323529411764706,0.272,36.0,272.0
26,0.961,0,skewed_sklearn_20_to_1,0.4179104477611941,0.4179104477611941,,0.14455726877652014,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.1276595744680851,0.282,36.0,282.0
27,0.961,0,skewed_sklearn_20_to_1,0.4179104477611941,0.4179104477611941,,0.14476421390739308,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.1232876712328767,0.292,36.0,292.0
28,0.961,0,skewed_sklearn_20_to_1,0.4179104477611941,0.4179104477611941,,0.14497452648668224,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.11920529801324503,0.302,36.0,302.0
29,0.961,0,skewed_sklearn_20_to_1,0.4179104477611941,0.4179104477611941,,0.1451396682798104,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.11858974358974358,0.312,37.0,312.0
30,0.961,0,skewed_sklearn_20_to_1,0.4179104477611941,0.4179104477611941,,0.14544630399612374,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.11490683229813664,0.322,37.0,322.0
31,0.96,0,skewed_sklearn_20_to_1,0.4117647058823529,0.4117647058823529,,0.14564448133839905,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.11144578313253012,0.332,37.0,332.0
32,0.961,0,skewed_sklearn_20_to_1,0.4179104477611941,0.4179104477611941,,0.14565101372272568,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.1111111111111111,0.342,38.0,342.0
33,0.961,0,skewed_sklearn_20_to_1,0.4179104477611941,0.4179104477611941,,0.14572487797190362,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.10795454545454546,0.352,38.0,352.0
34,0.961,0,skewed_sklearn_20_to_1,0.4179104477611941,0.4179104477611941,,0.14589783890283406,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.10497237569060773,0.362,38.0,362.0
35,0.961,0,skewed_sklearn_20_to_1,0.4179104477611941,0.4179104477611941,,0.14518512292179642,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.10483870967741936,0.372,39.0,372.0
36,0.961,0,skewed_sklearn_20_to_1,0.4179104477611941,0.4179104477611941,,0.14523487448925004,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.10209424083769633,0.382,39.0,382.0
37,0.961,0,skewed_sklearn_20_to_1,0.4179104477611941,0.4179104477611941,,0.1453925972265598,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.10204081632653061,0.392,40.0,392.0
38,0.96,0,skewed_sklearn_20_to_1,0.3939393939393939,0.3939393939393939,,0.1447054058399013,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.10199004975124377,0.402,41.0,402.0
39,0.96,0,skewed_sklearn_20_to_1,0.3939393939393939,0.3939393939393939,,0.14480322382198768,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.09951456310679611,0.412,41.0,412.0
40,0.96,0,skewed_sklearn_20_to_1,0.3939393939393939,0.3939393939393939,,0.14398992295562216,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.0995260663507109,0.422,42.0,422.0
41,0.961,0,skewed_sklearn_20_to_1,0.39999999999999997,0.39999999999999997,,0.14361478740161665,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.10185185185185185,0.432,44.0,432.0
42,0.961,0,skewed_sklearn_20_to_1,0.39999999999999997,0.39999999999999997,,0.1436170256124319,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.09954751131221719,0.442,44.0,442.0
43,0.961,0,skewed_sklearn_20_to_1,0.39999999999999997,0.39999999999999997,,0.14364147711956193,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.09734513274336283,0.452,44.0,452.0
44,0.961,0,skewed_sklearn_20_to_1,0.39999999999999997,0.39999999999999997,,0.14368449454698823,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.09523809523809523,0.462,44.0,462.0
45,0.96,0,skewed_sklearn_20_to_1,0.3939393939393939,0.3939393939393939,,0.14369273948869954,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.09322033898305085,0.472,44.0,472.0
46,0.961,0,skewed_sklearn_20_to_1,0.4179104477611941,0.4179104477611941,,0.14372538611312952,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.0912863070539419,0.482,44.0,482.0
47,0.961,0,skewed_sklearn_20_to_1,0.4179104477611941,0.4179104477611941,,0.1437662200028961,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.08943089430894309,0.492,44.0,492.0
48,0.961,0,skewed_sklearn_20_to_1,0.4179104477611941,0.4179104477611941,,0.1438404124364855,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.08764940239043825,0.502,44.0,502.0
49,0.961,0,skewed_sklearn_20_to_1,0.4179104477611941,0.4179104477611941,,0.14391913765684433,logistic_regression,1000.0,0.0,uncertainty,0.051,51.0,1000.0,0.0859375,0.512,44.0,512.0
0,0.704,1,skewed_sklearn_20_to_1,0.1912568306010929,0.1912568306010929,,0.8436910210149635,logistic_regression,1000.0,1.0,uncertainty,0.051,51.0,1000.0,0.3181818181818182,0.022,7.0,22.0
1,0.782,1,skewed_sklearn_20_to_1,0.22142857142857145,0.22142857142857145,,0.6191710924561731,logistic_regression,1000.0,1.0,uncertainty,0.051,51.0,1000.0,0.21875,0.032,7.0,32.0
2,0.832,1,skewed_sklearn_20_to_1,0.20754716981132076,0.20754716981132076,,0.4236319588174406,logistic_regression,1000.0,1.0,uncertainty,0.051,51.0,1000.0,0.16666666666666666,0.042,7.0,42.0
3,0.888,1,skewed_sklearn_20_to_1,0.28205128205128205,0.28205128205128205,,0.2869934797769507,logistic_regression,1000.0,1.0,uncertainty,0.051,51.0,1000.0,0.15384615384615385,0.052,8.0,52.0
4,0.92,1,skewed_sklearn_20_to_1,0.3548387096774194,0.3548387096774194,,0.2317564172287865,logistic_regression,1000.0,1.0,uncertainty,0.051,51.0,1000.0,0.1774193548387097,0.062,11.0,62.0
5,0.948,1,skewed_sklearn_20_to_1,0.3157894736842105,0.3157894736842105,,0.18070168029611625,logistic_regression,1000.0,1.0,uncertainty,0.051,51.0,1000.0,0.1527777777777778,0.072,11.0,72.0
6,0.961,1,skewed_sklearn_20_to_1,0.4347826086956522,0.4347826086956522,,0.1642754952886371,logistic_regression,1000.0,1.0,uncertainty,0.051,51.0,1000.0,0.15853658536585366,0.082,13.0,82.0
7,0.959,1,skewed_sklearn_20_to_1,0.4675324675324675,0.4675324675324675,,0.17387640697492646,logistic_regression,1000.0,1.0,uncertainty,0.051,51.0,1000.0,0.18478260869565216,0.092,17.0,92.0
